aten_0.1.m1.22214	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.18745	
aten_0.1.m1.11338	Signal transduction mechanisms
aten_0.1.m1.14170	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.13951	
aten_0.1.m1.8874	Signal transduction mechanisms
aten_0.1.m1.634	Carbohydrate transport and metabolism
aten_0.1.m1.19471	Chromatin structure and dynamics
aten_0.1.m1.14196	
aten_0.1.m1.11168	
aten_0.1.m1.27180	
aten_0.1.m1.9981	Transcription
aten_0.1.m1.27489	Transcription
aten_0.1.m1.7753	
aten_0.1.m1.25392	
aten_0.1.m1.22965	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.36219	
aten_0.1.m1.17780	Transcription
aten_0.1.m1.3045	Amino acid transport and metabolism
aten_0.1.m1.18463	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.12679	Signal transduction mechanisms
aten_0.1.m1.11421	
aten_0.1.m1.18466	Replication, recombination and repair
aten_0.1.m1.22854	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.15702	
aten_0.1.m1.1910	Signal transduction mechanisms
aten_0.1.m1.21570	Carbohydrate transport and metabolism
aten_0.1.m1.17043	
aten_0.1.m1.29450	
aten_0.1.m1.5237	Carbohydrate transport and metabolism
aten_0.1.m1.1353	Transcription
aten_0.1.m1.863	
aten_0.1.m1.6860	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.12770	RNA processing and modification
aten_0.1.m1.15602	Transcription
aten_0.1.m1.30261	Replication, recombination and repair
aten_0.1.m1.37934	Replication, recombination and repair
aten_0.1.m1.3211	RNA processing and modification
aten_0.1.m1.337	
aten_0.1.m1.23084	Replication, recombination and repair
aten_0.1.m1.19305	
aten_0.1.m1.30275	Amino acid transport and metabolism
aten_0.1.m1.29404	
aten_0.1.m1.6063	
aten_0.1.m1.7265	Carbohydrate transport and metabolism
aten_0.1.m1.20495	Carbohydrate transport and metabolism
aten_0.1.m1.26616	
aten_0.1.m1.23201	
aten_0.1.m1.22314	Cytoskeleton
aten_0.1.m1.2029	
aten_0.1.m1.24134	Signal transduction mechanisms
aten_0.1.m1.13291	
aten_0.1.m1.8642	
aten_0.1.m1.7512	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.37332	Signal transduction mechanisms
aten_0.1.m1.14656	
aten_0.1.m1.1458	Lipid transport and metabolism
aten_0.1.m1.20793	Coenzyme transport and metabolism
aten_0.1.m1.20889	Signal transduction mechanisms
aten_0.1.m1.14393	Transcription
aten_0.1.m1.315	
aten_0.1.m1.20880	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.25712	Cell cycle control, cell division, chromosome partitioning
aten_0.1.m1.35292	Chromatin structure and dynamics
aten_0.1.m1.22715	
aten_0.1.m1.36364	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.27582	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.34530	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.31576	Signal transduction mechanisms
aten_0.1.m1.10547	Amino acid transport and metabolism
aten_0.1.m1.19596	Carbohydrate transport and metabolism
aten_0.1.m1.3890	Lipid transport and metabolism
aten_0.1.m1.17858	Signal transduction mechanisms
aten_0.1.m1.38001	
aten_0.1.m1.7037	Cytoskeleton
aten_0.1.m1.34954	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.36557	Cytoskeleton
aten_0.1.m1.22478	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.24535	
aten_0.1.m1.12895	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.26477	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.2212	Cytoskeleton
aten_0.1.m1.16245	
aten_0.1.m1.15462	
aten_0.1.m1.149	Energy production and conversion
aten_0.1.m1.30442	Signal transduction mechanisms
aten_0.1.m1.3776	Lipid transport and metabolism
aten_0.1.m1.13055	Signal transduction mechanisms
aten_0.1.m1.11315	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.13806	Replication, recombination and repair
aten_0.1.m1.19303	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.12480	
aten_0.1.m1.37503	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.33319	Signal transduction mechanisms
aten_0.1.m1.13355	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.4022	
aten_0.1.m1.19417	
aten_0.1.m1.16881	Signal transduction mechanisms
aten_0.1.m1.28815	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.38291	Amino acid transport and metabolism
aten_0.1.m1.32099	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.11146	
aten_0.1.m1.1807	Nucleotide transport and metabolism
aten_0.1.m1.10631	
aten_0.1.m1.22412	Cell motility
aten_0.1.m1.21104	Inorganic ion transport and metabolism
aten_0.1.m1.7672	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.8785	
aten_0.1.m1.30979	
aten_0.1.m1.18110	
aten_0.1.m1.11008	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.5523	Nucleotide transport and metabolism
aten_0.1.m1.7508	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.17819	Lipid transport and metabolism
aten_0.1.m1.28368	
aten_0.1.m1.17074	Carbohydrate transport and metabolism
aten_0.1.m1.10206	Amino acid transport and metabolism
aten_0.1.m1.21100	RNA processing and modification
aten_0.1.m1.34471	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.26187	Inorganic ion transport and metabolism
aten_0.1.m1.23139	
aten_0.1.m1.19846	Replication, recombination and repair
aten_0.1.m1.14318	Lipid transport and metabolism
aten_0.1.m1.7186	Signal transduction mechanisms
aten_0.1.m1.33609	Signal transduction mechanisms
aten_0.1.m1.27579	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.30177	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.26994	Replication, recombination and repair
aten_0.1.m1.6813	
aten_0.1.m1.7531	Amino acid transport and metabolism
aten_0.1.m1.29919	Signal transduction mechanisms
aten_0.1.m1.7226	Chromatin structure and dynamics
aten_0.1.m1.9326	Signal transduction mechanisms
aten_0.1.m1.4900	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.32978	RNA processing and modification
aten_0.1.m1.5246	Signal transduction mechanisms
aten_0.1.m1.12680	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.21526	Signal transduction mechanisms
aten_0.1.m1.5712	Lipid transport and metabolism
aten_0.1.m1.3593	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.21626	Defense mechanisms
aten_0.1.m1.6788	Transcription
aten_0.1.m1.28724	Signal transduction mechanisms
aten_0.1.m1.2958	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.1544	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.34392	
aten_0.1.m1.4123	Replication, recombination and repair
aten_0.1.m1.5711	Lipid transport and metabolism
aten_0.1.m1.30479	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.4382	Cell cycle control, cell division, chromosome partitioning
aten_0.1.m1.9864	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.26912	
aten_0.1.m1.27847	Signal transduction mechanisms
aten_0.1.m1.35519	
aten_0.1.m1.32551	Signal transduction mechanisms
aten_0.1.m1.30551	Energy production and conversion
aten_0.1.m1.26983	Signal transduction mechanisms
aten_0.1.m1.2990	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.34553	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.3066	
aten_0.1.m1.31304	
aten_0.1.m1.11160	
aten_0.1.m1.18200	Amino acid transport and metabolism
aten_0.1.m1.15	Translation, ribosomal structure and biogenesis
aten_0.1.m1.699	Signal transduction mechanisms
aten_0.1.m1.4260	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.4910	Signal transduction mechanisms
aten_0.1.m1.11729	
aten_0.1.m1.21688	
aten_0.1.m1.28703	RNA processing and modification
aten_0.1.m1.19763	Replication, recombination and repair
aten_0.1.m1.35951	RNA processing and modification
aten_0.1.m1.10458	Translation, ribosomal structure and biogenesis
aten_0.1.m1.11992	Transcription
aten_0.1.m1.2565	Signal transduction mechanisms
aten_0.1.m1.12563	
aten_0.1.m1.35078	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.18999	Amino acid transport and metabolism
aten_0.1.m1.15363	Cytoskeleton
aten_0.1.m1.19386	Chromatin structure and dynamics
aten_0.1.m1.5193	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.28388	
aten_0.1.m1.20200	
aten_0.1.m1.27776	Cytoskeleton
aten_0.1.m1.13696	Replication, recombination and repair
aten_0.1.m1.6699	Signal transduction mechanisms
aten_0.1.m1.13706	Signal transduction mechanisms
aten_0.1.m1.10491	Lipid transport and metabolism
aten_0.1.m1.17996	Cytoskeleton
aten_0.1.m1.16462	Replication, recombination and repair
aten_0.1.m1.3038	Signal transduction mechanisms
aten_0.1.m1.23014	Translation, ribosomal structure and biogenesis
aten_0.1.m1.6530	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.37050	Translation, ribosomal structure and biogenesis
aten_0.1.m1.17040	
aten_0.1.m1.24223	
aten_0.1.m1.35429	Signal transduction mechanisms
aten_0.1.m1.13071	Signal transduction mechanisms
aten_0.1.m1.28512	Replication, recombination and repair
aten_0.1.m1.18554	
aten_0.1.m1.6353	Cell wall/membrane/envelope biogenesis
aten_0.1.m1.10183	Signal transduction mechanisms
aten_0.1.m1.21822	
aten_0.1.m1.36583	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.18936	Replication, recombination and repair
aten_0.1.m1.828	Carbohydrate transport and metabolism
aten_0.1.m1.2948	
aten_0.1.m1.2620	Extracellular structures
aten_0.1.m1.31856	
aten_0.1.m1.12714	Signal transduction mechanisms
aten_0.1.m1.3037	Lipid transport and metabolism
aten_0.1.m1.22233	Transcription
aten_0.1.m1.5454	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.25220	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.12006	
aten_0.1.m1.20530	
aten_0.1.m1.28408	
aten_0.1.m1.21629	Carbohydrate transport and metabolism
aten_0.1.m1.28669	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.31483	
aten_0.1.m1.22385	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.31977	
aten_0.1.m1.5624	Signal transduction mechanisms
aten_0.1.m1.22392	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.3012	Signal transduction mechanisms
aten_0.1.m1.3544	
aten_0.1.m1.4901	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.10557	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.2772	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.22332	Transcription
aten_0.1.m1.35501	RNA processing and modification
aten_0.1.m1.22937	Translation, ribosomal structure and biogenesis
aten_0.1.m1.7537	Signal transduction mechanisms
aten_0.1.m1.38346	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.23629	
aten_0.1.m1.36905	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.2463	Signal transduction mechanisms
aten_0.1.m1.1167	Replication, recombination and repair
aten_0.1.m1.6889	
aten_0.1.m1.10329	
aten_0.1.m1.24759	
aten_0.1.m1.2967	Nucleotide transport and metabolism
aten_0.1.m1.36662	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.13820	Transcription
aten_0.1.m1.32458	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.12381	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.19003	
aten_0.1.m1.11895	Signal transduction mechanisms
aten_0.1.m1.3220	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.17497	Signal transduction mechanisms
aten_0.1.m1.11850	Signal transduction mechanisms
aten_0.1.m1.9183	
aten_0.1.m1.24540	Replication, recombination and repair
aten_0.1.m1.6251	Signal transduction mechanisms
aten_0.1.m1.22962	Cytoskeleton
aten_0.1.m1.13815	
aten_0.1.m1.8498	Signal transduction mechanisms
aten_0.1.m1.29832	
aten_0.1.m1.1991	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.14106	Translation, ribosomal structure and biogenesis
aten_0.1.m1.24472	
aten_0.1.m1.1	
aten_0.1.m1.22155	
aten_0.1.m1.11543	
aten_0.1.m1.19863	
aten_0.1.m1.12763	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.22133	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.32234	
aten_0.1.m1.1029	Signal transduction mechanisms
aten_0.1.m1.1670	Carbohydrate transport and metabolism
aten_0.1.m1.19700	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.1481	RNA processing and modification
aten_0.1.m1.5850	RNA processing and modification
aten_0.1.m1.20724	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.22839	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.31604	
aten_0.1.m1.11708	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.31329	Signal transduction mechanisms
aten_0.1.m1.21734	
aten_0.1.m1.6358	Replication, recombination and repair
aten_0.1.m1.15679	Translation, ribosomal structure and biogenesis
aten_0.1.m1.4827	Energy production and conversion
aten_0.1.m1.10724	
aten_0.1.m1.21546	RNA processing and modification
aten_0.1.m1.34380	
aten_0.1.m1.18891	Replication, recombination and repair
aten_0.1.m1.35074	
aten_0.1.m1.18754	Energy production and conversion
aten_0.1.m1.1222	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.29670	
aten_0.1.m1.37398	Signal transduction mechanisms
aten_0.1.m1.26424	Amino acid transport and metabolism
aten_0.1.m1.9235	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.25692	Signal transduction mechanisms
aten_0.1.m1.18210	Cell wall/membrane/envelope biogenesis
aten_0.1.m1.20777	Cytoskeleton
aten_0.1.m1.7370	Translation, ribosomal structure and biogenesis
aten_0.1.m1.17262	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.5619	Intracellular trafficking, secretion, and vesicular transport
aten_0.1.m1.9186	
aten_0.1.m1.35029	
aten_0.1.m1.22531	Signal transduction mechanisms
aten_0.1.m1.18555	
aten_0.1.m1.36165	
aten_0.1.m1.9588	
aten_0.1.m1.7185	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.31568	
aten_0.1.m1.1695	Amino acid transport and metabolism
aten_0.1.m1.26907	
aten_0.1.m1.887	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.23366	Replication, recombination and repair
aten_0.1.m1.29654	Cell wall/membrane/envelope biogenesis
aten_0.1.m1.27799	Cytoskeleton
aten_0.1.m1.10812	Carbohydrate transport and metabolism
aten_0.1.m1.21831	
aten_0.1.m1.15385	
aten_0.1.m1.17438	
aten_0.1.m1.7754	Carbohydrate transport and metabolism
aten_0.1.m1.108	
aten_0.1.m1.16654	
aten_0.1.m1.33818	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.5221	Secondary metabolites biosynthesis, transport and catabolism
aten_0.1.m1.17921	Energy production and conversion
aten_0.1.m1.30523	Amino acid transport and metabolism
aten_0.1.m1.2978	
aten_0.1.m1.14100	Amino acid transport and metabolism
aten_0.1.m1.31223	Signal transduction mechanisms
aten_0.1.m1.20729	Translation, ribosomal structure and biogenesis
aten_0.1.m1.22025	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.7600	Translation, ribosomal structure and biogenesis
aten_0.1.m1.32348	
aten_0.1.m1.4096	RNA processing and modification
aten_0.1.m1.26808	Replication, recombination and repair
aten_0.1.m1.32699	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.34310	
aten_0.1.m1.33771	
aten_0.1.m1.15995	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.37102	Replication, recombination and repair
aten_0.1.m1.1713	Posttranslational modification, protein turnover, chaperones
aten_0.1.m1.36086	Replication, recombination and repair
aten_0.1.m1.17547	RNA processing and modification
aten_0.1.m1.29280	Replication, recombination and repair
aten_0.1.m1.25990	Intracellular trafficking, secretion, and vesicular transport
